date,temperature,humidity,luminosity
2023-12-21 14:51:50.282,20.3,25.1,295
2023-12-21 14:51:48.239,20.3,25.1,298
2023-12-21 14:51:46.196,20.3,25.1,302
2023-12-21 14:51:44.153,20.3,25.2,298
2023-12-21 14:51:42.110,20.3,25.3,301
2023-12-21 14:51:40.067,20.2,25.3,297
2023-12-21 14:51:38.024,20.3,25.4,293
2023-12-21 14:51:35.981,20.2,25.5,300
2023-12-21 14:51:33.938,20.3,25.6,302
2023-12-21 14:51:31.895,20.3,25.7,300
2023-12-21 14:51:29.852,20.2,25.8,302
2023-12-21 14:51:27.809,20.3,25.9,301
2023-12-21 14:51:25.766,20.2,26.0,312
2023-12-21 14:51:23.724,20.3,26.1,308
2023-12-21 14:51:21.681,20.3,26.2,309
2023-12-21 14:51:19.637,20.3,26.3,300
2023-12-21 14:51:17.594,20.3,26.4,268
2023-12-21 14:51:15.551,20.3,26.5,267
2023-12-21 14:51:13.509,20.3,26.5,268
2023-12-21 14:51:11.465,20.3,26.8,272
2023-12-21 14:51:09.423,20.3,26.7,281
2023-12-21 14:51:07.380,20.3,26.7,305
2023-12-21 14:51:05.337,20.3,26.6,263
2023-12-21 14:51:03.294,20.3,26.5,266
2023-12-21 14:51:01.251,20.3,26.7,266
2023-12-21 14:50:59.208,20.3,26.8,267
2023-12-21 14:50:57.165,20.3,26.9,268
2023-12-21 14:50:55.122,20.3,26.9,268
2023-12-21 14:50:53.079,20.2,27.0,268
2023-12-21 14:50:51.036,20.3,27.1,271
2023-12-21 14:50:48.993,20.2,27.1,270
2023-12-21 14:50:46.950,20.3,27.2,271
2023-12-21 14:50:44.907,20.3,27.1,271
2023-12-21 14:50:42.865,20.3,26.9,272
2023-12-21 14:50:40.821,20.2,27.0,286
2023-12-21 14:50:38.778,20.2,26.9,244
2023-12-21 14:50:36.736,20.2,27.0,240
2023-12-21 14:50:34.692,20.3,26.8,254
2023-12-21 14:50:32.649,20.2,26.6,302
2023-12-21 14:50:30.606,20.3,26.4,305
2023-12-21 14:50:28.564,20.3,26.3,304
2023-12-21 14:50:26.520,20.3,26.4,173
2023-12-21 14:50:24.478,20.3,26.2,126
2023-12-21 14:50:22.434,20.2,26.2,297
2023-12-21 14:50:20.391,20.3,26.2,260
2023-12-21 14:50:18.349,20.2,26.0,280
2023-12-21 14:50:16.305,20.2,26.0,294
2023-12-21 14:50:14.262,20.2,25.9,294
2023-12-21 14:50:12.220,20.2,26.0,290
2023-12-21 14:50:10.177,20.3,26.1,289
2023-12-21 14:50:08.133,20.2,26.2,287
2023-12-21 14:50:06.091,20.2,26.1,286
2023-12-21 14:50:04.048,20.3,26.0,289
2023-12-21 14:50:02.004,20.3,26.0,288
2023-12-21 14:49:59.961,20.2,26.1,294
2023-12-21 14:49:57.919,20.3,26.1,308
2023-12-21 14:49:55.876,20.2,26.2,309
2023-12-21 14:49:53.833,20.2,26.1,290
2023-12-21 14:49:51.790,20.3,26.1,292
2023-12-21 14:49:49.747,20.2,26.1,297
2023-12-21 14:49:47.704,20.3,26.3,300
2023-12-21 14:49:45.661,20.3,26.3,302
2023-12-21 14:49:43.618,20.3,26.4,311
2023-12-21 14:49:41.575,20.3,26.4,192
2023-12-21 14:49:39.532,20.3,26.4,185
2023-12-21 14:49:37.489,20.3,26.4,180
2023-12-21 14:49:35.446,20.3,26.4,179
2023-12-21 14:49:33.403,20.3,26.4,165
2023-12-21 14:49:31.360,20.2,26.1,156
2023-12-21 14:49:29.317,20.3,25.8,158
2023-12-21 14:49:27.274,20.3,25.7,301
2023-12-21 14:49:25.232,20.3,25.8,306
2023-12-21 14:49:23.189,20.3,25.9,291
2023-12-21 14:49:21.146,20.2,26.0,293
2023-12-21 14:49:19.102,20.3,26.0,295
2023-12-21 14:49:17.059,20.3,26.0,295
2023-12-21 14:49:15.016,20.3,26.0,289
2023-12-21 14:49:12.973,20.4,26.1,293
2023-12-21 14:49:10.930,20.3,26.1,287
2023-12-21 14:49:08.887,20.3,26.0,286
2023-12-21 14:49:06.844,20.3,26.2,285
2023-12-21 14:49:04.801,20.3,26.1,291
2023-12-21 14:49:02.758,20.3,26.1,282
2023-12-21 14:49:00.715,20.3,26.2,98
2023-12-21 14:48:58.672,20.2,26.1,293
2023-12-21 14:48:56.629,20.3,26.1,295
2023-12-21 14:48:54.586,20.3,26.3,295
2023-12-21 14:48:52.543,20.3,26.3,296
2023-12-21 14:48:50.501,20.2,26.3,295
2023-12-21 14:48:48.457,20.3,26.4,296
2023-12-21 14:48:46.415,20.3,26.3,289
2023-12-21 14:48:44.371,20.3,26.4,289
2023-12-21 14:48:42.328,20.3,26.5,297
2023-12-21 14:48:40.285,20.2,26.5,240
2023-12-21 14:48:38.242,20.3,26.7,300
2023-12-21 14:48:36.199,20.2,26.7,300
2023-12-21 14:48:34.156,20.2,26.8,302
2023-12-21 14:48:32.112,20.2,26.6,297
2023-12-21 14:48:30.070,20.3,26.5,303
2023-12-21 14:48:28.027,20.2,26.6,95
2023-12-21 14:48:25.984,20.3,26.6,297
2023-12-21 14:48:23.941,20.2,26.8,298
2023-12-21 14:48:21.898,20.2,26.9,295
2023-12-21 14:48:19.855,20.2,27.0,298
2023-12-21 14:48:17.812,20.2,26.9,302
2023-12-21 14:48:15.769,20.2,26.9,304
2023-12-21 14:48:13.726,20.3,26.5,308
2023-12-21 14:48:11.683,20.3,26.5,287
2023-12-21 14:48:09.639,20.3,26.6,295
2023-12-21 14:48:07.596,20.2,26.7,301
2023-12-21 14:48:05.554,20.2,26.9,302
2023-12-21 14:48:03.510,20.3,27.1,299
2023-12-21 14:48:01.467,20.2,27.1,302
2023-12-21 14:47:59.424,20.3,27.2,304
2023-12-21 14:47:57.382,20.2,27.4,302
2023-12-21 14:47:55.338,20.3,27.5,303
2023-12-21 14:47:53.296,20.3,27.4,302
2023-12-21 14:47:51.253,20.3,27.5,301
2023-12-21 14:47:49.210,20.3,27.4,301
2023-12-21 14:47:47.166,20.2,27.1,301
2023-12-21 14:47:45.124,20.3,27.2,301
2023-12-21 14:47:43.081,20.3,27.2,304
2023-12-21 14:47:41.038,20.3,27.0,304
2023-12-21 14:47:38.995,20.3,27.1,304
2023-12-21 14:47:36.952,20.3,27.2,304
2023-12-21 14:47:34.909,20.2,27.3,295
2023-12-21 14:47:32.866,20.2,27.5,306
2023-12-21 14:47:30.823,20.3,27.7,285
2023-12-21 14:47:28.780,20.2,27.9,200
2023-12-21 14:47:26.737,20.2,27.7,287
2023-12-21 14:47:24.694,20.3,27.8,301
2023-12-21 14:47:22.651,20.3,27.9,306
2023-12-21 14:47:20.608,20.3,28.0,292
2023-12-21 14:47:18.565,20.3,28.0,295
2023-12-21 14:47:16.522,20.2,28.1,296
2023-12-21 14:47:14.479,20.3,28.2,301
2023-12-21 14:47:12.436,20.3,28.3,302
2023-12-21 14:47:10.393,20.3,28.0,311
2023-12-21 14:47:08.350,20.3,27.9,310
2023-12-21 14:47:06.307,20.2,28.0,294
2023-12-21 14:47:04.264,20.2,27.8,293
2023-12-21 14:47:02.221,20.3,27.9,300
2023-12-21 14:47:00.178,20.2,27.9,299
2023-12-21 14:46:58.136,20.3,27.6,300
2023-12-21 14:46:56.093,20.3,27.6,303
2023-12-21 14:46:54.049,20.2,27.5,299
2023-12-21 14:46:52.007,20.2,27.0,294
2023-12-21 14:46:49.963,20.3,26.8,294
2023-12-21 14:46:47.920,20.3,26.6,295
2023-12-21 14:46:45.878,20.3,26.1,294
2023-12-21 14:46:43.834,20.4,26.1,294
2023-12-21 14:46:41.792,20.3,25.8,299
2023-12-21 14:46:39.749,20.4,25.8,283
2023-12-21 14:46:37.706,20.4,25.8,304
2023-12-21 14:46:35.663,20.3,25.8,306
2023-12-21 14:46:33.620,20.3,25.8,304
2023-12-21 14:46:31.577,20.3,25.9,306
2023-12-21 14:46:29.534,20.3,25.7,305
2023-12-21 14:46:27.491,20.4,25.6,305
2023-12-21 14:46:25.448,20.3,25.6,291
2023-12-21 14:46:23.405,20.3,25.7,290
2023-12-21 14:46:21.362,20.3,25.7,268
2023-12-21 14:46:19.319,20.3,25.9,297
2023-12-21 14:46:17.276,20.3,25.9,295
2023-12-21 14:46:15.233,20.3,26.0,293
2023-12-21 14:46:13.190,20.3,25.9,298
2023-12-21 14:46:11.147,20.3,25.7,294
2023-12-21 14:46:09.104,20.4,25.1,296
2023-12-21 14:46:07.062,20.4,25.2,280
2023-12-21 14:46:05.018,20.3,24.9,303
2023-12-21 14:46:02.975,20.4,24.9,308
2023-12-21 14:46:00.932,20.4,25.1,308
2023-12-21 14:45:58.889,20.4,25.1,301
2023-12-21 14:45:56.846,20.3,25.2,297
2023-12-21 14:45:54.804,20.4,25.4,299
2023-12-21 14:45:52.761,20.4,25.4,298
2023-12-21 14:45:50.718,20.4,25.6,298
2023-12-21 14:45:48.675,20.4,25.7,299
2023-12-21 14:45:46.632,20.4,25.8,299
2023-12-21 14:45:44.589,20.4,26.0,299
2023-12-21 14:45:42.546,20.4,26.0,298
2023-12-21 14:45:40.503,20.3,26.0,300
2023-12-21 14:45:38.460,20.4,26.1,300
2023-12-21 14:45:36.417,20.4,26.3,299
2023-12-21 14:45:34.374,20.3,26.3,297
2023-12-21 14:45:32.331,20.4,26.3,298
2023-12-21 14:45:30.288,20.4,26.2,298
2023-12-21 14:45:28.245,20.4,26.3,296
2023-12-21 14:45:26.202,20.4,26.3,295
2023-12-21 14:45:24.159,20.4,26.4,288
2023-12-21 14:45:22.116,20.4,26.5,292
2023-12-21 14:45:20.072,20.4,26.5,291
2023-12-21 14:45:18.029,20.4,26.5,288
2023-12-21 14:45:15.987,20.4,26.6,293
2023-12-21 14:45:13.944,20.3,26.6,289
2023-12-21 14:45:11.901,20.4,26.4,287
2023-12-21 14:45:09.858,20.4,26.1,293
2023-12-21 14:45:07.815,20.4,26.0,293
2023-12-21 14:45:05.772,20.3,25.6,294
2023-12-21 14:45:03.729,20.4,25.4,292
2023-12-21 14:45:01.686,20.4,25.4,298
2023-12-21 14:44:59.643,20.4,25.3,299
2023-12-21 14:44:57.600,20.4,25.3,298
2023-12-21 14:44:55.557,20.4,25.3,305
2023-12-21 14:44:53.514,20.4,25.4,305
2023-12-21 14:44:51.471,20.4,25.6,304
2023-12-21 14:44:49.428,20.4,25.6,305
2023-12-21 14:44:47.385,20.5,25.7,306
2023-12-21 14:44:45.342,20.5,25.7,305
2023-12-21 14:44:43.299,20.4,25.7,305
2023-12-21 14:44:41.256,20.4,25.9,305
2023-12-21 14:44:39.213,20.4,25.9,306
2023-12-21 14:44:37.170,20.4,26.1,305
2023-12-21 14:44:35.127,20.4,26.0,305
2023-12-21 14:44:33.084,20.4,26.1,305
2023-12-21 14:44:31.042,20.4,26.2,305
2023-12-21 14:44:28.999,20.4,26.2,253
2023-12-21 14:44:26.956,20.5,26.3,252
2023-12-21 14:44:24.912,20.4,26.4,166
2023-12-21 14:44:22.869,20.5,26.6,121
2023-12-21 14:44:20.826,20.5,26.7,120
2023-12-21 14:44:18.783,20.4,26.7,119
2023-12-21 14:44:16.740,20.4,26.9,195
2023-12-21 14:44:14.697,20.5,26.5,256
2023-12-21 14:44:12.654,20.4,26.4,299
2023-12-21 14:44:10.611,20.4,26.5,302
2023-12-21 14:44:08.569,20.4,26.2,141
2023-12-21 14:44:06.525,20.5,26.0,294
2023-12-21 14:44:04.482,20.5,25.9,295
2023-12-21 14:44:02.438,20.5,26.0,294
2023-12-21 14:44:00.395,20.5,25.8,295
2023-12-21 14:43:58.351,20.5,25.6,295
2023-12-21 14:43:56.308,20.4,25.4,294
2023-12-21 14:43:54.266,20.4,25.3,292
2023-12-21 14:43:52.223,20.4,24.9,294
2023-12-21 14:43:50.180,20.4,25.1,292
2023-12-21 14:43:48.137,20.5,25.1,299
2023-12-21 14:43:46.094,20.5,25.1,117
2023-12-21 14:43:44.051,20.4,25.0,312
2023-12-21 14:43:42.008,20.5,25.0,313
2023-12-21 14:43:39.965,20.5,24.9,310
2023-12-21 14:43:37.922,20.5,24.9,302
2023-12-21 14:43:35.879,20.5,25.1,295
2023-12-21 14:43:33.836,20.5,25.1,299
2023-12-21 14:43:31.793,20.4,25.2,299
2023-12-21 14:43:29.749,20.5,25.2,300
2023-12-21 14:43:27.706,20.4,25.1,302
2023-12-21 14:43:25.663,20.5,25.1,304
2023-12-21 14:43:23.621,20.4,25.2,303
2023-12-21 14:43:21.577,20.5,25.3,303
2023-12-21 14:43:19.534,20.5,25.3,300
2023-12-21 14:43:17.491,20.5,25.4,301
2023-12-21 14:43:15.448,20.4,25.5,301
2023-12-21 14:43:13.405,20.5,25.6,300
2023-12-21 14:43:11.362,20.4,25.6,299
2023-12-21 14:43:09.319,20.4,25.7,301
2023-12-21 14:43:07.276,20.5,25.7,301
2023-12-21 14:43:05.233,20.5,25.7,301
2023-12-21 14:43:03.190,20.4,25.7,300
2023-12-21 14:43:01.147,20.5,25.8,302
2023-12-21 14:42:59.104,20.5,25.7,301
2023-12-21 14:42:57.062,20.6,25.6,295
2023-12-21 14:42:55.018,20.5,25.7,290
2023-12-21 14:42:52.975,20.5,25.7,292
2023-12-21 14:42:50.932,20.4,25.7,295
2023-12-21 14:42:48.888,20.4,25.6,292
2023-12-21 14:42:46.845,20.5,25.6,287
2023-12-21 14:42:44.801,20.4,25.2,284
2023-12-21 14:42:42.759,20.5,24.9,283
2023-12-21 14:42:40.716,20.5,25.0,298
2023-12-21 14:42:38.673,20.5,25.0,293
2023-12-21 14:42:36.629,20.5,25.1,287
2023-12-21 14:42:34.586,20.5,25.0,285
2023-12-21 14:42:32.542,20.5,25.1,289
2023-12-21 14:42:30.499,20.5,25.0,289
2023-12-21 14:42:28.456,20.5,25.1,293
2023-12-21 14:42:26.413,20.5,25.1,287
2023-12-21 14:42:24.370,20.5,25.2,285
2023-12-21 14:42:22.327,20.5,25.2,292
2023-12-21 14:42:20.284,20.6,25.2,131
2023-12-21 14:42:18.241,20.5,25.2,254
2023-12-21 14:42:16.198,20.6,25.2,294
2023-12-21 14:42:14.155,20.6,25.3,125
2023-12-21 14:42:12.113,20.6,25.3,193
2023-12-21 14:42:10.070,20.6,25.3,272
2023-12-21 14:42:08.027,20.6,25.4,129
2023-12-21 14:42:05.984,20.6,25.5,192
2023-12-21 14:42:03.941,20.6,25.5,288
2023-12-21 14:42:01.898,20.6,25.5,304
2023-12-21 14:41:59.855,20.6,25.5,303
2023-12-21 14:41:57.812,20.5,25.6,303
2023-12-21 14:41:55.769,20.6,25.7,304
2023-12-21 14:41:53.726,20.6,25.7,303
2023-12-21 14:41:51.683,20.7,25.5,296
2023-12-21 14:41:49.640,20.7,25.7,294
2023-12-21 14:41:47.598,20.7,25.7,297
2023-12-21 14:41:45.554,20.7,25.8,294
2023-12-21 14:41:43.512,20.7,26.0,293
2023-12-21 14:41:41.468,20.7,26.1,294
2023-12-21 14:41:39.426,20.7,26.3,292
2023-12-21 14:41:37.382,20.7,26.4,291
2023-12-21 14:41:35.340,20.7,26.3,287
2023-12-21 14:41:33.297,20.7,26.4,298
2023-12-21 14:41:31.253,20.7,26.6,301
2023-12-21 14:41:29.211,20.7,26.7,301
2023-12-21 14:41:27.167,20.7,26.8,169
2023-12-21 14:41:25.124,20.7,26.9,302
2023-12-21 14:41:23.081,20.7,27.1,175
2023-12-21 14:41:21.038,20.7,27.3,313
2023-12-21 14:41:18.995,20.7,27.5,301
2023-12-21 14:41:16.952,20.7,27.7,281
2023-12-21 14:41:14.909,20.6,27.7,286
2023-12-21 14:41:12.866,20.7,27.9,299
2023-12-21 14:41:10.822,20.6,28.1,304
2023-12-21 14:41:08.780,20.7,28.1,279
2023-12-21 14:41:06.737,20.7,28.2,277
2023-12-21 14:41:04.693,20.6,27.9,280
2023-12-21 14:41:02.649,20.6,27.8,276
2023-12-21 14:41:00.606,20.7,27.6,292
2023-12-21 14:40:58.563,20.7,27.6,291
2023-12-21 14:40:56.521,20.8,27.7,218
2023-12-21 14:40:54.478,20.7,27.8,205
2023-12-21 14:40:52.435,20.7,27.6,206
2023-12-21 14:40:50.392,20.7,27.5,295
2023-12-21 14:40:48.349,20.7,27.6,291
2023-12-21 14:40:46.306,20.7,27.5,291
2023-12-21 14:40:44.263,20.8,27.7,291
2023-12-21 14:40:42.220,20.6,27.7,298
2023-12-21 14:40:40.177,20.8,27.7,288
2023-12-21 14:40:38.134,20.8,27.8,287
2023-12-21 14:40:36.091,20.9,27.6,287
2023-12-21 14:40:34.048,20.7,27.7,288
2023-12-21 14:40:32.005,20.8,27.8,289
2023-12-21 14:40:29.962,20.9,27.7,288
2023-12-21 14:40:27.919,20.8,27.8,295
2023-12-21 14:40:25.876,20.8,27.9,279
2023-12-21 14:40:23.832,20.9,27.7,282
2023-12-21 14:40:21.789,20.9,28.0,281
2023-12-21 14:40:19.747,20.9,28.2,291
2023-12-21 14:40:17.703,20.9,28.4,295
2023-12-21 14:40:15.660,20.9,28.6,291
2023-12-21 14:40:13.616,21.0,29.0,286
2023-12-21 14:40:11.574,21.0,29.2,287
2023-12-21 14:40:09.530,21.0,29.5,298
2023-12-21 14:40:07.487,21.1,29.7,298
2023-12-21 14:40:05.444,21.1,30.1,299
2023-12-21 14:40:03.401,21.1,30.5,301
2023-12-21 14:40:01.358,21.2,31.0,302
2023-12-21 14:39:59.315,21.2,31.3,302
2023-12-21 14:39:57.272,21.3,31.7,300
2023-12-21 14:39:55.229,21.4,32.2,301
2023-12-21 14:39:53.186,21.4,32.5,300
2023-12-21 14:39:51.143,21.4,32.9,302
2023-12-21 14:39:49.100,21.9,33.2,301
2023-12-21 14:39:47.057,23.4,31.7,299
2023-12-21 14:39:45.014,20.8,29.4,6
2023-12-21 14:39:42.971,20.7,29.2,7
2023-12-21 14:39:40.929,20.7,29.0,330
2023-12-21 14:39:38.885,20.7,29.0,327
2023-12-21 14:39:36.842,20.8,28.9,339
2023-12-21 14:39:34.799,20.8,28.9,340
2023-12-21 14:39:32.757,20.8,28.9,342
2023-12-21 14:39:30.713,20.9,29.1,338
2023-12-21 14:39:28.669,20.9,29.4,343
2023-12-21 14:39:26.627,20.8,29.6,336
2023-12-21 14:39:24.584,20.8,29.7,335
2023-12-21 14:39:22.541,20.8,29.8,333
2023-12-21 14:39:20.498,20.9,29.6,332
2023-12-21 14:39:18.454,20.9,29.8,337
2023-12-21 14:39:16.412,20.9,30.0,332
2023-12-21 14:39:14.369,20.9,30.2,335
2023-12-21 14:39:12.326,21.0,30.3,335
2023-12-21 14:39:10.283,20.9,30.5,335
2023-12-21 14:39:08.241,21.0,30.5,333
2023-12-21 14:39:06.197,21.0,30.7,333
2023-12-21 14:39:04.154,21.0,31.0,332
2023-12-21 14:39:02.111,21.0,31.3,336
2023-12-21 14:39:00.069,21.0,31.6,337
2023-12-21 14:38:58.026,21.1,32.1,338
2023-12-21 14:38:55.983,21.1,32.3,339
2023-12-21 14:38:53.940,21.1,32.4,341
2023-12-21 14:38:51.896,21.1,32.5,339
2023-12-21 14:38:49.854,21.2,32.6,336
2023-12-21 14:38:47.811,21.2,32.9,331
2023-12-21 14:38:45.767,21.3,33.1,281
2023-12-21 14:38:43.724,21.3,33.4,236
2023-12-21 14:38:41.681,21.4,33.4,285
2023-12-21 14:38:39.639,21.5,34.0,338
2023-12-21 14:38:37.595,21.4,34.5,335
2023-12-21 14:38:35.553,21.6,35.2,200
2023-12-21 14:38:33.510,21.7,35.9,339
2023-12-21 14:38:31.467,21.8,36.5,333
2023-12-21 14:38:29.424,22.0,37.3,332
2023-12-21 14:38:27.381,22.5,37.8,575
2023-12-21 14:38:25.338,24.0,35.2,235
2023-12-21 14:38:23.295,21.0,34.4,2
2023-12-21 14:38:21.252,21.0,34.7,163
2023-12-21 14:38:19.209,21.1,35.3,303
2023-12-21 14:38:17.166,21.0,36.0,256
2023-12-21 14:38:15.123,21.2,36.9,302
2023-12-21 14:38:13.080,21.1,37.4,301
2023-12-21 14:38:11.037,21.3,38.2,294
2023-12-21 14:38:08.994,21.3,38.8,277
2023-12-21 14:38:06.951,21.4,39.8,278
2023-12-21 14:38:04.908,21.4,40.8,273
2023-12-21 14:38:02.865,21.5,41.8,267
2023-12-21 14:38:00.822,21.7,42.6,263
2023-12-21 14:37:58.779,21.8,43.8,296
2023-12-21 14:37:56.736,22.2,45.1,290
2023-12-21 14:37:54.693,24.0,46.1,301
2023-12-21 14:37:52.650,24.7,44.4,286
2023-12-21 14:37:50.607,24.6,42.6,71
2023-12-21 14:37:48.564,21.5,40.8,107
2023-12-21 14:37:46.522,21.8,41.8,410
2023-12-21 14:37:44.479,23.3,42.9,618
2023-12-21 14:37:42.436,23.5,27.6,735
2023-12-21 14:37:40.393,22.7,39.1,3
2023-12-21 14:37:38.350,23.3,23.8,24
2023-12-21 14:37:36.307,20.9,34.2,4
2023-12-21 14:37:34.263,20.8,33.0,33
2023-12-21 14:37:32.221,22.4,19.1,329
2023-12-21 14:37:30.178,20.8,30.1,2
2023-12-21 14:37:28.135,19.5,27.7,157
2023-12-21 14:37:26.092,19.5,27.5,640
2023-12-21 14:37:24.049,19.3,27.3,677
2023-12-21 14:37:22.006,19.4,27.2,290
2023-12-21 14:37:19.963,19.4,26.9,382
2023-12-21 14:37:17.920,19.3,26.7,292
2023-12-21 14:37:15.877,19.4,26.8,296
2023-12-21 14:37:13.834,19.3,26.7,292
2023-12-21 14:37:11.791,19.3,26.8,296
2023-12-21 14:37:09.748,19.3,26.7,296
2023-12-21 14:37:07.706,19.3,26.6,288
2023-12-21 14:37:05.662,19.3,26.5,290
2023-12-21 14:37:03.619,19.3,26.6,298
2023-12-21 14:37:01.576,19.3,26.6,121
2023-12-21 14:36:59.533,19.3,26.8,333
2023-12-21 14:36:57.491,19.3,27.0,327
2023-12-21 14:36:55.447,19.3,27.0,329
2023-12-21 14:36:53.404,19.3,27.1,338
2023-12-21 14:36:51.361,19.3,27.1,339
2023-12-21 14:36:49.318,19.2,27.2,342
2023-12-21 14:36:47.275,19.3,27.2,343
2023-12-21 14:36:45.233,19.2,27.3,351
2023-12-21 14:36:43.189,19.2,27.4,323
2023-12-21 14:36:41.146,19.2,27.3,330
2023-12-21 14:36:39.104,19.2,27.2,335
2023-12-21 14:36:37.060,19.2,27.1,332
2023-12-21 14:36:35.017,19.1,27.1,333
2023-12-21 14:36:32.975,19.2,27.0,283
2023-12-21 14:36:30.931,19.1,27.0,285
2023-12-21 14:36:28.889,19.2,27.1,340
2023-12-21 14:36:26.846,19.1,27.3,334
2023-12-21 14:36:24.803,19.1,27.4,338
2023-12-21 14:36:22.760,19.2,27.3,341
2023-12-21 14:36:20.717,19.1,27.2,327
2023-12-21 14:36:18.674,19.1,26.9,327
2023-12-21 14:36:16.631,19.1,27.0,334
2023-12-21 14:36:14.588,19.1,26.9,241
2023-12-21 14:36:12.545,19.1,27.0,195
2023-12-21 14:36:10.502,19.1,27.1,315
2023-12-21 14:36:08.459,19.1,27.1,316
2023-12-21 14:36:06.416,19.1,27.0,329
2023-12-21 14:36:04.373,19.0,27.1,334
2023-12-21 14:36:02.330,19.0,27.2,329
